incident_id,source_agency,provider_bucket,incident__source__date_occurred,incident__context__region,incident__context__operator,incident__event__top_event,incident__event__incident_type,incident__event__summary,json_path
22-Apr-2024_GC%20389_%20Murphy%20EV2010R,BSEE,openai,2024-04-22,Gulf of Mexico,Murphy Exploration & Production,hand injury during wireline operations,human error,"A hand injury requiring evacuation occurred on the drillship Noble Stanley Lafosse when the injured person (IP) was assisting in disconnecting wireline tools, resulting in lacerations and a broken finger.",data/structured/incidents/openai/22-Apr-2024_GC%20389_%20Murphy%20EV2010R.json
28-MAR-2024_WR%2051_BOE_EV2010R,BSEE,openai,2024-03-28T22:00:00,Gulf of Mexico,BOE Exploration & Production LLC,Fall from Work Platform,Equipment Failure and Human Error,"An incident occurred when a Transocean Subsea Superintendent fell through an open hole on a work platform during BOP maintenance, resulting in injuries.",data/structured/incidents/openai/28-MAR-2024_WR%2051_BOE_EV2010R.json
31-MAY-2023_GC468_EV2010R-2,BSEE,openai,2023-05-31T09:00:00,Gulf of Mexico,Hess Corporation,Uncontrolled descent of Rope Access Technician,Human Error,"A Rope Access Technician experienced an uncontrolled descent of 90 feet while inspecting the Seawater Reject Caisson, resulting in significant injuries.",data/structured/incidents/openai/31-MAY-2023_GC468_EV2010R-2.json
31-May-2024%20-%20GC52%20-MC%20Offshore%20EV2010R,BSEE,openai,2024-05-31T01:00:00,Gulf of Mexico,"MC Offshore Petroleum, LLC",lifting incident,equipment failure and human error,"A lifting incident occurred due to a stinger being latched to the crane boom, leading to structural damage.",data/structured/incidents/openai/31-May-2024%20-%20GC52%20-MC%20Offshore%20EV2010R.json
AC%20337%20LLOG%2012-OCT-2024,BSEE,openai,2024-10-12,Gulf of Mexico,"LLOG Exploration Offshore, L.L.C.",Injury due to equipment malfunction,human error,A Derrickman was injured while attempting to secure a malfunctioning fingerboard latch on the upper fingerboards of the Pipe Racking System.,data/structured/incidents/openai/AC%20337%20LLOG%2012-OCT-2024.json
AC%20337%20LLOG%2027-SEP-2024,BSEE,openai,2024-09-27T02:00:00,Gulf of Mexico,"LLOG Exploration Offshore, L.L.C.",Injury during equipment back-loading operations,human error,A deckhand on the M/V Harvey Freedom support vessel injured his leg while attempting to steady a load during back-loading operations.,data/structured/incidents/openai/AC%20337%20LLOG%2027-SEP-2024.json
CSB_Gas_Purging_Urgent_Recommendations_(2)1,UNKNOWN,openai,2009-06-09,"Garner, North Carolina",ConAgra,catastrophic natural gas explosion,explosion,"On June 9, 2009, a catastrophic natural gas explosion at the ConAgra Slim Jim production facility resulted in four deaths, multiple injuries, and significant structural damage. The explosion was linked to improper gas line purging practices during the installation of a new water heater.",data/structured/incidents/openai/CSB_Gas_Purging_Urgent_Recommendations_(2)1.json
FinalDataQualityGuidelines_(1),UNKNOWN,openai,,unknown,unknown,information dissemination,guideline implementation,The CSB implements guidelines to ensure quality and integrity in information dissemination.,data/structured/incidents/openai/FinalDataQualityGuidelines_(1).json
SCS2,CSB,openai,2024-05-30,Tennessee,TS USA,Molten Salt Eruption,Explosion,"An explosion occurred at the TS USA facility due to water trapped in a hollow part, leading to a molten salt eruption and one fatality.",data/structured/incidents/openai/SCS2.json
Status_Change_Summary_ACC_(Reactives_R8)__C-AAA,UNKNOWN,openai,,United States,American Chemistry Council,reactive hazard management failure,explosion and fire,The CSB recommended improvements in managing reactive hazards after several high-consequence incidents.,data/structured/incidents/openai/Status_Change_Summary_ACC_(Reactives_R8)__C-AAA.json
Status_Change_Summary_ACC_(TPC_R4)_C-AAA,UNKNOWN,openai,2019-11-27,Texas,TPC Group,Explosion and Fire due to Dead Leg Rupture,explosion,"A dead leg ruptured, releasing butadiene and causing explosions and fires, resulting in injuries and significant property damage.",data/structured/incidents/openai/Status_Change_Summary_ACC_(TPC_R4)_C-AAA.json
Status_Change_Summary_ACD_(Airgas_R5)_C-AA,UNKNOWN,openai,2016-08-28,"Cantonment, Florida",Airgas,Explosion of nitrous oxide trailer truck,fatal explosion,"A nitrous oxide trailer truck exploded at the Airgas manufacturing facility, killing one employee and halting production indefinitely.",data/structured/incidents/openai/Status_Change_Summary_ACD_(Airgas_R5)_C-AA.json
Status_Change_Summary_AFPM_(EM_Torrance_R10)_C-AA,UNKNOWN,openai,2015-02-18,California,ExxonMobil,Explosion in Electrostatic Precipitator,Explosion,An explosion occurred in the Electrostatic Precipitator at the ExxonMobil Torrance refinery due to pressure deviation allowing hydrocarbons to backflow and ignite.,data/structured/incidents/openai/Status_Change_Summary_AFPM_(EM_Torrance_R10)_C-AA.json
Status_Change_Summary_API_(BP_Husky_R5),UNKNOWN,openai,2022-09-20,"Oregon, Ohio",BP Husky,Vapor cloud ignition,Chemical release and fire,"A vapor cloud ignited at the BP-Husky refinery due to the intentional release of flammable liquid naphtha, resulting in two fatalities and significant damage.",data/structured/incidents/openai/Status_Change_Summary_API_(BP_Husky_R5).json
Status_Change_Summary_API_(CAPECO_R7)_C-AAA,UNKNOWN,openai,2009-10-23,"Bayamon, Puerto Rico",Caribbean Petroleum Corporation (CAPECO),Tank explosion and fire,explosion,"An estimated 200,000 gallons of gasoline overflowed from a storage tank, leading to a large vapor cloud that ignited, causing explosions and fire.",data/structured/incidents/openai/Status_Change_Summary_API_(CAPECO_R7)_C-AAA.json
Status_Change_Summary_API_(Enterprise_R1)_C-AA,UNKNOWN,openai,2016-06-27,"Pascagoula, Mississippi",Enterprise Products,Explosion and Fire at Gas Plant,Major Loss of Containment,"A major loss of containment at the Enterprise Products Pascagoula Gas Plant resulted in the release of hydrocarbons, leading to fires and explosions.",data/structured/incidents/openai/Status_Change_Summary_API_(Enterprise_R1)_C-AA.json
Status_Change_Summary_API_(ITC_R6)_O-ARAR,UNKNOWN,openai,2019-03-17,"Deer Park, Texas",Intercontinental Terminal Company,Tank fire and loss of containment,fire,"A loss of containment and fire occurred at the ITC terminal facility, resulting in the destruction of fifteen tanks and environmental contamination.",data/structured/incidents/openai/Status_Change_Summary_API_(ITC_R6)_O-ARAR.json
Status_Change_Summary_API_(LYB_R5)_C-AAA,UNKNOWN,openai,2021-07-27,"La Porte, Texas",LyondellBasell,Fatal chemical release due to inadvertent removal of valve components,chemical release,"During maintenance, workers inadvertently removed pressure-retaining components from a plug valve, leading to a release of acetic acid that fatally injured two workers and seriously injured another.",data/structured/incidents/openai/Status_Change_Summary_API_(LYB_R5)_C-AAA.json
Status_Change_Summary_API_(Macondo_R3)_C-AAA,UNKNOWN,openai,2010-04-20,Gulf of Mexico,Deepwater Horizon,Blowout and Explosion,major accident,"A blowout occurred at the Macondo oil well, leading to explosions, fire, and multiple fatalities.",data/structured/incidents/openai/Status_Change_Summary_API_(Macondo_R3)_C-AAA.json
Status_Change_Summary_API_(Marathon_R8),UNKNOWN,openai,2023-11-19,California,Marathon Petroleum Corporation,fire eruption due to tube rupture,fire,"A fire erupted when a metal tube within a fired heater ruptured during the initial startup of a renewable diesel hydroprocessing unit, leading to significant injuries and damages.",data/structured/incidents/openai/Status_Change_Summary_API_(Marathon_R8).json
Status_Change_Summary_API_(Motiva_R10)_C-AA,UNKNOWN,openai,2001-07-17,"Delaware City, Delaware",Motiva Enterprises,Sulfuric Acid Tank Explosion,Explosion,"An explosion occurred at the Motiva refinery due to a spark igniting flammable vapors from a corroded tank, resulting in one death and significant environmental damage.",data/structured/incidents/openai/Status_Change_Summary_API_(Motiva_R10)_C-AA.json
Status_Change_Summary_API_(Pryor_Trust_R2)_C-AA,UNKNOWN,openai,2018-01-22,"Pittsburg County, Oklahoma",unknown,Gas well blowout and fire,blowout,"A blowout and rig fire occurred at Pryor Trust 0718 gas well number 1H-9, resulting in the fatalities of five workers due to thermal burns and smoke inhalation.",data/structured/incidents/openai/Status_Change_Summary_API_(Pryor_Trust_R2)_C-AA.json
Status_Change_Summary_API_(Remote_Isolation_R1)1,UNKNOWN,openai,,unknown,American Petroleum Institute (API),loss of containment,safety recommendation,The CSB recommends developing or revising publications for remote isolation devices in various facilities.,data/structured/incidents/openai/Status_Change_Summary_API_(Remote_Isolation_R1)1.json
Status_Change_Summary_API_(Wendland_R2)_O-AREAR,UNKNOWN,openai,2020-01-29,unknown,unknown,loss of well control,blowout,"The incident involved a loss of well control during a workover operation, leading to a blowout and a flash fire that resulted in fatalities and injuries.",data/structured/incidents/openai/Status_Change_Summary_API_(Wendland_R2)_O-AREAR.json
Status_Change_Summary_API_(YM_R6),UNKNOWN,openai,2021-04-08,"Columbus, OH",Yenkin-Majestic Paint Corporation,Explosion and fire at Yenkin-Majestic Paint Corporation,Explosion,"A flammable liquid mixture and its vapors became pressurized and released through the seal of a closed manway, forming a flammable cloud that ignited and exploded, resulting in a fire and multiple injuries.",data/structured/incidents/openai/Status_Change_Summary_API_(YM_R6).json
Status_Change_Summary_ASME_(Kleen_UR3)_C-AA,UNKNOWN,openai,2010-02-07,"Middletown, Connecticut",unknown,Explosion during gas blow operation,explosion,"An explosion occurred during the planned cleaning of new piping at Kleen Energy, resulting in six fatalities and injuries to at least 50 personnel.",data/structured/incidents/openai/Status_Change_Summary_ASME_(Kleen_UR3)_C-AA.json
sample_incident_001,UNKNOWN,openai,,unknown,unknown,worker injury during maintenance,hand injury,A worker suffered a hand injury when a centrifugal pump was inadvertently started during troubleshooting.,data/structured/incidents/openai/sample_incident_001.json
sample_incident_002,UNKNOWN,openai,,unknown,unknown,load swing during crane operation,injury,A rigger suffered a shoulder injury while attempting to steady a load that swung unexpectedly due to wind gusts during crane lifting operations.,data/structured/incidents/openai/sample_incident_002.json
sample_incident_003,UNKNOWN,openai,,unknown,unknown,Worker Dizziness in Confined Space,Health Incident,"A worker entered a confined space to inspect a vessel without completing the permit, leading to dizziness and a need for medical evaluation.",data/structured/incidents/openai/sample_incident_003.json
sample_incident_004,UNKNOWN,openai,,unknown,unknown,hose rupture,injury,"A pressurized hose ruptured during line flushing, striking a technician and causing lacerations.",data/structured/incidents/openai/sample_incident_004.json
,UNKNOWN,run_reports,,,,,,,data/structured/incidents/run_reports/anthropic_2026-02-08T22-28-54.22215700-00.json
,UNKNOWN,run_reports,,,,,,,data/structured/incidents/run_reports/anthropic_2026-02-08T22-31-21.93531600-00.json
,UNKNOWN,run_reports,,,,,,,data/structured/incidents/run_reports/anthropic_2026-02-08T22-37-26.27078300-00.json
sample_incident_001,UNKNOWN,incidents,,unknown,unknown,worker injury during maintenance,hand injury,A worker suffered a hand injury when a centrifugal pump was inadvertently started during troubleshooting.,data/structured/incidents/sample_incident_001.json
sample_incident_002,UNKNOWN,incidents,,unknown,unknown,load swung unexpectedly during crane lifting operations,injury,A rigger suffered a shoulder injury while attempting to steady a load that swung unexpectedly due to wind gusts.,data/structured/incidents/sample_incident_002.json
sample_incident_003,UNKNOWN,incidents,,unknown,unknown,worker entered confined space without permit,safety incident,A worker entered a confined space to inspect a vessel without completing the permit. Gas testing was not performed and ventilation was not set up. The worker experienced dizziness and required medical evaluation.,data/structured/incidents/sample_incident_003.json
02-May-2024_GC%20478_Murphy%20EV2010R,BSEE,schema_v2_3,2024-05-02,"Gulf of Mexico, GC Block 478",Murphy Exploration & Production Company – USA,Loss of Primary Containment,Crane brake failure during load testing with hydraulic fluid release,"On May 2, 2024, during 5-year recertification load testing of forward starboard knuckle boom crane (KBC #1) on the drillship Noble Stanley Lafosse at GC 478, a winch brake assembly failure occurred at approximately 70 MT while attempting to reach 93.5 MT test load. The crane's Automatic Overload Protection System (AOPS) activated, but brake assembly #4 failed to release simultaneously with the other three brakes. This caused excessive load on the sprag clutches which sheared, resulting in uncontrolled descent of the water bag. The descent caused a hydraulic test port failure, spraying hydraulic fluid on deck (LOPC). The water bag contacted the take-on station, ripped open, and descended to the Gulf of Mexico. Two hydraulic motors and four brake assemblies were damaged. Total property damage was $168,150. No injuries occurred.",data/structured/incidents/schema_v2_3/02-May-2024_GC%20478_Murphy%20EV2010R.json
07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29,BSEE,schema_v2_3,2024-03-07,Gulf of Mexico - Keathley Canyon Block 785,"LLOG Exploration Offshore, L.L.C.",Dropped Object Injury,Personnel Injury - Slip/Trip/Fall with Struck By,"On 7 March 2024 at 1500 hours, a Seadrill employee sustained a back and shoulder injury during slip and cut drill line operations on the Seadrill West Neptune drillship. While attempting to correct an abnormal twist in a 2-inch diameter drill line using an air tugger and nylon web sling, the drill line slipped from the sling and fell approximately 20-25 feet. The 19-foot section weighing 148 pounds struck the employee who had tripped while exiting the line of fire, hitting his hardhat, rolling over his middle back and left shoulder. He was diagnosed with a torn labrum and required 10-12 weeks of physical therapy.",data/structured/incidents/schema_v2_3/07-MAR-2024_KC%20785_LLOG_EV2010R%20%281%29.json
08-July-2024_ST%2023CC_Cantium%20EV2010R,BSEE,schema_v2_3,2024-07-08,Gulf of Mexico - South Timbalier Block 23,"Cantium, LLC",Loss of Control - Lifting Operations,Structural Damage - Lifting Equipment,"On July 8, 2024, while pulling out of the hole with drill pipe on the jack-up rig Enterprise 205, the traveling block struck the crown saver assembly with approximately 117,000 lbs overpull, resulting in $11,210 in damages. The driller lost situational awareness while checking the pipe tally, and the crown-o-matic (COM) failed to trip when contacted by the drill line because the barrel wasn't set properly. Contributing factors included inadequate hazard analysis in the JSA, lack of rig-specific procedures for checking the COM, and failure of floorhand to count tool joints during the operation.",data/structured/incidents/schema_v2_3/08-July-2024_ST%2023CC_Cantium%20EV2010R.json
10-Nov-2024_GC432_Murphy%20EV2010R,BSEE,schema_v2_3,2024-11-10,"Gulf of America, Green Canyon Block 432",Murphy Exploration & Production Company - USA,Personnel Struck by Wave,Lost Time Injury,"On November 10, 2024, at 0145 hours, an injured person (IP) was struck by a wave on the stern of the Transocean Deepwater Invictus drillship during workover operations. Despite being informed during a pre-tour meeting that the stern was secured due to deteriorating weather and building seas (approximately 15-foot waves), the IP entered the restricted area to observe the water. A wave struck the IP, throwing him approximately 20 feet across the rig, causing him to strike a bollard before coming to rest at the base of a stairwell. The IP sustained a fractured right femur and was evacuated to West Jefferson Hospital. The investigation concluded that the IP's failure to observe the secured area and follow supervisor direction contributed significantly to the accident.",data/structured/incidents/schema_v2_3/10-Nov-2024_GC432_Murphy%20EV2010R.json
11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0,BSEE,schema_v2_3,2024-07-11,Gulf of Mexico - High Island Area Block A-5,"Manta Ray Gathering Company, L.L.",Loss of Containment of Energy,Struck by rotating equipment,"On July 11, 2024, at approximately 0730 hours, during a routine life capsule inspection at the High Island A-5 Manta Ray Gathering Facility, a contract pipeline operator from Quality Process Services suffered a serious head injury when struck by a winch assist handle. The Genesis Person in Charge and the injured person lowered the capsule 4 to 6 feet to verify winch operations. After lowering, the PIC engaged the electric winch from the lower section to raise the capsule. The winch assist handle, which should have been removed before operating the electric winch, remained in the socket. As the winch operated, the handle struck the IP in the head, causing him to fall unconscious with head bleeding. A safety device designed to prevent winch operation with the handle in place had been bypassed. The IP was diagnosed with a fractured skull requiring surgery. The incident was attributed to inadequate knowledge of equipment operation and failure to follow safety protocols, with contributing factors including lack of Job Safety Analysis and improper equipment handling.",data/structured/incidents/schema_v2_3/11-JUL-2024_HIA5_MantaRay_EV2010R%20%281%29_0.json
13-MAR-2024_SS189_WOG_EV2010,BSEE,schema_v2_3,2024-03-13,Gulf of Mexico - Ship Shoal Block 189,Walter Oil & Gas Corporation,Loss of Structural Integrity,Dropped Object,"On March 13, 2024, during plug and abandon operations on jack-up rig Enterprise 264, a crane stinger failed while offloading a 4x40 foot basket weighing 13,000 pounds from a workboat. The stinger, rated for 9.80 tons vertical pull, parted due to internal corrosion from moisture buildup in the socket over time. The basket fell upside down onto the control room, P-tanks, and platform on top of living quarters, causing approximately $7,500 in damage. No injuries occurred. Investigation revealed that the stinger had not been specifically inspected prior to use, and inspection procedures (Preventive Maintenance Daily checklist, cold work permit, and JSA) did not explicitly require stinger inspection.",data/structured/incidents/schema_v2_3/13-MAR-2024_SS189_WOG_EV2010.json
16%20Feb%202024_WR%2029%20_Chevron_EV2010R,BSEE,schema_v2_3,2024-02-16,"Gulf of Mexico, Walker Ridge Block 29",Chevron U.S.A. Inc.,Caught Between Incident,Personnel Injury - Caught Between,"On February 16, 2024, during crane operations offloading 16-inch casing from a supply vessel to the pipe deck on the Nabors MODS 400 rig, a deck foreman (IP) was struck by a swinging bundle of casing weighing approximately 11,500 lbs. The IP had turned his back to the suspended load while verifying casing tally and failed to recognize he was positioned in the impact zone between the casing bundle and a sub-rack basket. Despite warnings from riggers, the bundle struck the IP on the right hip, forcing his left hip into the sub-rack basket, resulting in three pelvic fractures. The IP was evacuated to hospital and discharged four days later.",data/structured/incidents/schema_v2_3/16%20Feb%202024_WR%2029%20_Chevron_EV2010R.json
18%20Jan%202024_GC%20478_Murphy_%20EV2010R,BSEE,schema_v2_3,2024-01-18,Gulf of Mexico - Green Canyon Block 478,Murphy Exploration & Production Company - USA,Loss of Containment - Casing Parting,Structural Damage - Casing Connection Failure,"On January 18, 2024, while running 22 inch casing on the drillship Noble Stanley Lafosse at GC 478 Well 004, the S-90/MT connection between joints 16 and 17 failed due to cross-threading. When the slips were opened to install anti-rotation keys, 72 joints of casing fell partially into the hole and onto the seafloor, impacting subsea infrastructure. The connection was made up only 1/4 to 3/8 turn instead of the required 1/2 to 3/4 turn, and visual inspection failed to detect a 0.143 inch gap indicating cross-threading. No injuries or environmental impacts occurred, but damages exceeded $15 million.",data/structured/incidents/schema_v2_3/18%20Jan%202024_GC%20478_Murphy_%20EV2010R.json
